#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2023 01 05 22 26 999 99.0 99.0  5.85 14.29  9.49 231 9999.0 999.0   9.0 999.0 99.0 99.00
2023 01 05 22 56 999 99.0 99.0  6.01 14.29  9.76 234 9999.0 999.0   9.0 999.0 99.0 99.00
2023 01 05 23 26 999 99.0 99.0  5.94 15.38  9.71 235 9999.0 999.0   9.0 999.0 99.0 99.00
2023 01 05 23 56 999 99.0 99.0  5.97 13.33  9.80 233 9999.0 999.0   8.9 999.0 99.0 99.00
2023 01 06 00 26 999 99.0 99.0  5.36 14.29  9.35 228 9999.0 999.0   8.9 999.0 99.0 99.00
2023 01 06 00 56 999 99.0 99.0  5.30 14.29  8.67 224 9999.0 999.0   8.9 999.0 99.0 99.00
2023 01 06 01 26 999 99.0 99.0  5.49 14.29  9.08 223 9999.0 999.0   8.8 999.0 99.0 99.00
2023 01 06 01 56 999 99.0 99.0  5.16 12.50  8.79 223 9999.0 999.0   8.9 999.0 99.0 99.00
2023 01 06 02 26 999 99.0 99.0  4.97 10.53  8.70 211 9999.0 999.0   8.9 999.0 99.0 99.00
2023 01 06 02 56 999 99.0 99.0  4.62 13.33  8.45 227 9999.0 999.0   8.8 999.0 99.0 99.00
2023 01 06 03 26 999 99.0 99.0  4.20 14.29  8.43 224 9999.0 999.0   8.8 999.0 99.0 99.00
2023 01 06 03 56 999 99.0 99.0  4.22 14.29  8.12 231 9999.0 999.0   8.8 999.0 99.0 99.00
2023 01 06 04 26 999 99.0 99.0  3.97 14.29  7.92 228 9999.0 999.0   8.8 999.0 99.0 99.00
2023 01 06 04 56 999 99.0 99.0  3.75 12.50  8.10 227 9999.0 999.0   8.8 999.0 99.0 99.00
2023 01 06 05 26 999 99.0 99.0  3.59 11.76  8.27 231 9999.0 999.0   8.7 999.0 99.0 99.00
2023 01 06 05 56 999 99.0 99.0  3.64 13.33  8.10 224 9999.0 999.0   8.8 999.0 99.0 99.00
2023 01 06 06 26 999 99.0 99.0  3.64 12.50  8.57 227 9999.0 999.0   9.3 999.0 99.0 99.00
2023 01 06 06 56 999 99.0 99.0  3.25 13.33  8.75 223 9999.0 999.0   9.3 999.0 99.0 99.00
2023 01 06 07 26 999 99.0 99.0  3.15 13.33  8.88 226 9999.0 999.0   9.5 999.0 99.0 99.00
2023 01 06 07 56 999 99.0 99.0  3.10 14.29  9.01 231 9999.0 999.0   9.5 999.0 99.0 99.00
2023 01 06 08 26 999 99.0 99.0  3.10 13.33  8.74 230 9999.0 999.0   9.5 999.0 99.0 99.00
2023 01 06 08 56 999 99.0 99.0  3.16 13.33  8.30 228 9999.0 999.0   9.5 999.0 99.0 99.00
2023 01 06 09 26 999 99.0 99.0  3.50 12.50  8.80 235 9999.0 999.0   9.4 999.0 99.0 99.00
2023 01 06 09 56 999 99.0 99.0  3.43 13.33  8.53 231 9999.0 999.0   9.4 999.0 99.0 99.00
2023 01 06 10 26 999 99.0 99.0  3.78 12.50  8.92 235 9999.0 999.0   9.4 999.0 99.0 99.00
2023 01 06 10 56 999 99.0 99.0  4.04 13.33  9.30 247 9999.0 999.0   9.4 999.0 99.0 99.00
2023 01 06 11 26 999 99.0 99.0  3.83 13.33  8.79 241 9999.0 999.0   9.4 999.0 99.0 99.00
2023 01 06 11 56 999 99.0 99.0  4.21 12.50  8.99 234 9999.0 999.0   9.3 999.0 99.0 99.00
2023 01 06 12 26 999 99.0 99.0  4.38 14.29  9.05 244 9999.0 999.0   9.3 999.0 99.0 99.00
2023 01 06 12 56 999 99.0 99.0  4.49 13.33  9.57 247 9999.0 999.0   9.3 999.0 99.0 99.00
2023 01 06 13 26 999 99.0 99.0  4.29 12.50  9.47 235 9999.0 999.0   9.3 999.0 99.0 99.00
2023 01 06 13 56 999 99.0 99.0  4.09 11.76  9.32 234 9999.0 999.0   9.3 999.0 99.0 99.00
2023 01 06 14 26 999 99.0 99.0  3.85 11.11  9.19 240 9999.0 999.0   9.4 999.0 99.0 99.00
2023 01 06 14 56 999 99.0 99.0  3.53 11.76  8.70 249 9999.0 999.0   9.3 999.0 99.0 99.00
2023 01 06 15 26 999 99.0 99.0  3.51 11.76  8.64 240 9999.0 999.0   9.2 999.0 99.0 99.00
2023 01 06 15 56 999 99.0 99.0  3.43 11.11  8.67 244 9999.0 999.0   9.2 999.0 99.0 99.00
2023 01 06 16 26 999 99.0 99.0  3.45 12.50  8.72 252 9999.0 999.0   9.2 999.0 99.0 99.00
2023 01 06 16 56 999 99.0 99.0  3.38 12.50  8.60 255 9999.0 999.0   9.2 999.0 99.0 99.00
2023 01 06 17 26 999 99.0 99.0  3.45 11.76  8.60 251 9999.0 999.0   9.2 999.0 99.0 99.00
2023 01 06 17 56 999 99.0 99.0  3.59 11.76  8.86 247 9999.0 999.0   9.3 999.0 99.0 99.00
2023 01 06 18 26 999 99.0 99.0  3.28 11.76  8.60 266 9999.0 999.0   9.3 999.0 99.0 99.00
2023 01 06 18 56 999 99.0 99.0  3.28 11.76  8.57 255 9999.0 999.0   9.4 999.0 99.0 99.00
2023 01 06 19 26 999 99.0 99.0  3.31 11.76  8.61 256 9999.0 999.0   9.5 999.0 99.0 99.00
2023 01 06 19 56 999 99.0 99.0  3.34 11.76  8.78 245 9999.0 999.0   9.6 999.0 99.0 99.00
2023 01 06 20 26 999 99.0 99.0  3.35 11.11  8.62 259 9999.0 999.0   9.6 999.0 99.0 99.00
2023 01 06 20 56 999 99.0 99.0  3.10 11.76  8.25 247 9999.0 999.0   9.6 999.0 99.0 99.00
2023 01 06 21 26 999 99.0 99.0  3.10 10.53  8.34 252 9999.0 999.0   9.6 999.0 99.0 99.00
2023 01 06 21 56 999 99.0 99.0  3.14 10.53  8.58 259 9999.0 999.0   9.6 999.0 99.0 99.00
2023 01 06 22 26 999 99.0 99.0  2.91 12.50  8.07 256 9999.0 999.0   9.6 999.0 99.0 99.00
2023 01 06 22 56 999 99.0 99.0  3.00 11.11  8.40 254 9999.0 999.0   9.6 999.0 99.0 99.00
2023 01 06 23 26 999 99.0 99.0  2.79 11.11  7.72 247 9999.0 999.0   9.6 999.0 99.0 99.00
2023 01 06 23 56 999 99.0 99.0  2.85 11.11  7.77 248 9999.0 999.0   9.6 999.0 99.0 99.00
2023 01 07 00 26 999 99.0 99.0  2.94 11.76  7.58 240 9999.0 999.0   9.7 999.0 99.0 99.00
2023 01 07 00 56 999 99.0 99.0  2.96 11.11  7.98 245 9999.0 999.0   9.7 999.0 99.0 99.00
2023 01 07 01 26 999 99.0 99.0  3.28 10.53  8.05 242 9999.0 999.0   9.7 999.0 99.0 99.00
2023 01 07 01 56 999 99.0 99.0  2.94 10.53  7.42 230 9999.0 999.0   9.6 999.0 99.0 99.00
2023 01 07 02 26 999 99.0 99.0  3.06 11.11  7.72 235 9999.0 999.0   9.6 999.0 99.0 99.00
2023 01 07 02 56 999 99.0 99.0  2.92 10.53  7.42 223 9999.0 999.0   9.6 999.0 99.0 99.00
2023 01 07 03 26 999 99.0 99.0  3.08 10.53  7.33 227 9999.0 999.0   9.6 999.0 99.0 99.00
2023 01 07 03 56 999 99.0 99.0  3.35 11.11  7.32 227 9999.0 999.0   9.6 999.0 99.0 99.00
2023 01 07 04 26 999 99.0 99.0  3.32 10.53  7.38 217 9999.0 999.0   9.6 999.0 99.0 99.00
2023 01 07 04 56 999 99.0 99.0  3.05 11.11  7.13 231 9999.0 999.0   9.5 999.0 99.0 99.00
2023 01 07 05 26 999 99.0 99.0  3.14 11.11  7.44 227 9999.0 999.0   9.5 999.0 99.0 99.00
2023 01 07 05 56 999 99.0 99.0  3.29 11.11  7.90 220 9999.0 999.0   9.5 999.0 99.0 99.00
2023 01 07 06 26 999 99.0 99.0  3.42 11.11  8.11 227 9999.0 999.0   9.5 999.0 99.0 99.00
2023 01 07 06 56 999 99.0 99.0  3.38 11.11  8.19 224 9999.0 999.0   9.5 999.0 99.0 99.00
2023 01 07 07 26 999 99.0 99.0  3.30 11.76  8.32 224 9999.0 999.0   9.5 999.0 99.0 99.00
2023 01 07 07 56 999 99.0 99.0  2.71 11.11  7.62 226 9999.0 999.0   9.5 999.0 99.0 99.00
2023 01 07 08 26 999 99.0 99.0  3.13  9.88  8.21 226 9999.0 999.0   9.6 999.0 99.0 99.00
2023 01 07 08 56 999 99.0 99.0  2.96 10.53  7.90 226 9999.0 999.0   9.5 999.0 99.0 99.00
2023 01 07 09 26 999 99.0 99.0  2.69 11.11  7.70 219 9999.0 999.0   9.5 999.0 99.0 99.00
2023 01 07 09 56 999 99.0 99.0  2.83 10.53  7.90 219 9999.0 999.0   9.6 999.0 99.0 99.00
2023 01 07 10 26 999 99.0 99.0  3.09 11.11  8.17 230 9999.0 999.0   9.5 999.0 99.0 99.00
2023 01 07 10 56 999 99.0 99.0  2.74 11.11  7.95 228 9999.0 999.0   9.5 999.0 99.0 99.00
2023 01 07 11 26 999 99.0 99.0  2.79 10.53  8.12 213 9999.0 999.0   9.5 999.0 99.0 99.00
2023 01 07 11 56 999 99.0 99.0  2.74 10.53  8.05 219 9999.0 999.0   9.5 999.0 99.0 99.00
2023 01 07 12 26 999 99.0 99.0  2.90 11.11  8.34 234 9999.0 999.0   9.5 999.0 99.0 99.00
2023 01 07 12 56 999 99.0 99.0  3.18 11.76  9.05 242 9999.0 999.0   9.5 999.0 99.0 99.00
2023 01 07 13 26 999 99.0 99.0  3.70 12.50 10.16 245 9999.0 999.0   9.4 999.0 99.0 99.00
2023 01 07 13 56 999 99.0 99.0  4.01 13.33 10.60 249 9999.0 999.0   9.4 999.0 99.0 99.00
2023 01 07 14 26 999 99.0 99.0  4.90 15.38 11.20 251 9999.0 999.0   9.4 999.0 99.0 99.00
2023 01 07 14 56 999 99.0 99.0  5.47 13.33 11.97 249 9999.0 999.0   9.3 999.0 99.0 99.00
2023 01 07 15 26 999 99.0 99.0  4.75 13.33 11.66 248 9999.0 999.0   9.2 999.0 99.0 99.00
2023 01 07 15 56 999 99.0 99.0  5.07 16.67 11.64 254 9999.0 999.0   9.2 999.0 99.0 99.00
2023 01 07 16 26 999 99.0 99.0  5.00 16.67 11.84 252 9999.0 999.0   9.2 999.0 99.0 99.00
2023 01 07 16 56 999 99.0 99.0  5.04 16.67 11.81 254 9999.0 999.0   9.2 999.0 99.0 99.00
2023 01 07 17 26 999 99.0 99.0  4.57 15.38 11.03 249 9999.0 999.0   9.2 999.0 99.0 99.00
2023 01 07 17 56 999 99.0 99.0  5.32 16.67 11.56 254 9999.0 999.0   9.2 999.0 99.0 99.00
2023 01 07 18 26 999 99.0 99.0  4.65 15.38 11.34 249 9999.0 999.0   9.3 999.0 99.0 99.00
2023 01 07 18 56 999 99.0 99.0  4.80 16.67 11.68 254 9999.0 999.0   9.4 999.0 99.0 99.00
2023 01 07 19 26 999 99.0 99.0  5.17 16.67 11.35 251 9999.0 999.0   9.4 999.0 99.0 99.00
2023 01 07 19 56 999 99.0 99.0  4.68 15.38 11.24 252 9999.0 999.0   9.4 999.0 99.0 99.00
2023 01 07 20 26 999 99.0 99.0  3.93 15.38 10.73 244 9999.0 999.0   9.5 999.0 99.0 99.00
2023 01 07 20 56 999 99.0 99.0  3.86 15.38 11.09 245 9999.0 999.0   9.9 999.0 99.0 99.00
2023 01 07 21 26 999 99.0 99.0  3.64 14.29 10.81 249 9999.0 999.0   9.8 999.0 99.0 99.00
2023 01 07 21 56 999 99.0 99.0  3.59 15.38 10.76 252 9999.0 999.0   9.8 999.0 99.0 99.00
2023 01 07 22 26 999 99.0 99.0  3.36 15.38 10.55 255 9999.0 999.0   9.8 999.0 99.0 99.00
2023 01 07 22 56 999 99.0 99.0  3.24 14.29 10.36 251 9999.0 999.0   9.7 999.0 99.0 99.00
2023 01 07 23 26 999 99.0 99.0  3.52 15.38 10.89 252 9999.0 999.0   9.7 999.0 99.0 99.00
2023 01 07 23 56 999 99.0 99.0  3.50 15.38 10.69 251 9999.0 999.0   9.7 999.0 99.0 99.00
2023 01 08 00 26 999 99.0 99.0  3.18 12.50 10.28 248 9999.0 999.0   9.7 999.0 99.0 99.00
2023 01 08 00 56 999 99.0 99.0  3.49 15.38 10.65 254 9999.0 999.0   9.7 999.0 99.0 99.00
2023 01 08 01 26 999 99.0 99.0  3.12 12.50 10.14 249 9999.0 999.0   9.7 999.0 99.0 99.00
2023 01 08 01 56 999 99.0 99.0  3.57 14.29 10.44 254 9999.0 999.0   9.6 999.0 99.0 99.00
2023 01 08 02 26 999 99.0 99.0  2.97 13.33  9.99 258 9999.0 999.0   9.6 999.0 99.0 99.00
2023 01 08 02 56 999 99.0 99.0  3.21 12.50  9.96 248 9999.0 999.0   9.6 999.0 99.0 99.00
2023 01 08 03 26 999 99.0 99.0  3.64 13.33 10.39 256 9999.0 999.0   9.6 999.0 99.0 99.00
2023 01 08 03 56 999 99.0 99.0  3.14 13.33 10.28 255 9999.0 999.0   9.6 999.0 99.0 99.00
2023 01 08 04 26 999 99.0 99.0  3.43 12.50 10.39 261 9999.0 999.0   9.6 999.0 99.0 99.00
2023 01 08 04 56 999 99.0 99.0  3.11 12.50  9.95 256 9999.0 999.0   9.6 999.0 99.0 99.00
2023 01 08 05 26 999 99.0 99.0  3.19 13.33 10.10 268 9999.0 999.0   9.6 999.0 99.0 99.00
2023 01 08 05 56 999 99.0 99.0  3.50 13.33 10.37 259 9999.0 999.0   9.5 999.0 99.0 99.00
2023 01 08 06 26 999 99.0 99.0  2.72 11.11  9.51 252 9999.0 999.0   9.5 999.0 99.0 99.00
2023 01 08 06 56 999 99.0 99.0  2.80 11.76  9.80 258 9999.0 999.0   9.4 999.0 99.0 99.00
2023 01 08 07 26 999 99.0 99.0  2.96 12.50  9.96 264 9999.0 999.0   9.4 999.0 99.0 99.00
2023 01 08 07 56 999 99.0 99.0  2.65 14.29  9.89 261 9999.0 999.0   9.4 999.0 99.0 99.00
2023 01 08 08 26 999 99.0 99.0  2.76 12.50 10.06 258 9999.0 999.0   9.4 999.0 99.0 99.00
2023 01 08 08 56 999 99.0 99.0  2.51 14.29  9.71 259 9999.0 999.0   9.4 999.0 99.0 99.00
2023 01 08 09 26 999 99.0 99.0  2.85 13.33 10.05 256 9999.0 999.0   9.4 999.0 99.0 99.00
2023 01 08 09 56 999 99.0 99.0  2.42 14.29  9.58 264 9999.0 999.0   9.4 999.0 99.0 99.00
2023 01 08 10 26 999 99.0 99.0  2.24 13.33  9.00 264 9999.0 999.0   9.4 999.0 99.0 99.00
2023 01 08 10 56 999 99.0 99.0  2.40 12.50  9.05 259 9999.0 999.0   9.4 999.0 99.0 99.00
2023 01 08 11 26 999 99.0 99.0  2.22 11.11  8.57 259 9999.0 999.0   9.4 999.0 99.0 99.00
2023 01 08 11 56 999 99.0 99.0  2.34 13.33  9.03 265 9999.0 999.0   9.4 999.0 99.0 99.00
2023 01 08 12 26 999 99.0 99.0  2.36 13.33  8.89 265 9999.0 999.0   9.4 999.0 99.0 99.00
2023 01 08 12 56 999 99.0 99.0  2.17 13.33  8.53 264 9999.0 999.0   9.5 999.0 99.0 99.00
2023 01 08 13 26 999 99.0 99.0  2.11 11.11  8.44 254 9999.0 999.0   9.5 999.0 99.0 99.00
2023 01 08 13 56 999 99.0 99.0  2.12 11.11  8.48 249 9999.0 999.0   9.5 999.0 99.0 99.00
2023 01 08 14 26 999 99.0 99.0  2.06 12.50  8.39 261 9999.0 999.0   9.5 999.0 99.0 99.00
2023 01 08 14 56 999 99.0 99.0  1.96 13.33  8.00 264 9999.0 999.0   9.5 999.0 99.0 99.00
2023 01 08 15 26 999 99.0 99.0  1.91 13.33  7.47 264 9999.0 999.0   9.6 999.0 99.0 99.00
2023 01 08 15 56 999 99.0 99.0  1.85 11.11  7.29 248 9999.0 999.0   9.6 999.0 99.0 99.00
2023 01 08 16 26 999 99.0 99.0  1.85 12.50  7.53 266 9999.0 999.0   9.6 999.0 99.0 99.00
2023 01 08 16 56 999 99.0 99.0  1.82 11.76  7.40 256 9999.0 999.0   9.5 999.0 99.0 99.00
2023 01 08 17 26 999 99.0 99.0  1.87 11.11  7.35 237 9999.0 999.0   9.6 999.0 99.0 99.00
2023 01 08 17 56 999 99.0 99.0  1.79 12.50  6.93 258 9999.0 999.0   9.6 999.0 99.0 99.00
2023 01 08 18 26 999 99.0 99.0  1.96 12.50  6.79 265 9999.0 999.0   9.6 999.0 99.0 99.00
2023 01 08 18 56 999 99.0 99.0  2.28 11.76  6.89 237 9999.0 999.0   9.6 999.0 99.0 99.00
2023 01 08 19 26 999 99.0 99.0  2.63 11.11  6.70 238 9999.0 999.0   9.5 999.0 99.0 99.00
2023 01 08 19 56 999 99.0 99.0  2.85 11.76  6.94 237 9999.0 999.0   9.5 999.0 99.0 99.00
2023 01 08 20 26 999 99.0 99.0  3.10  9.88  7.11 220 9999.0 999.0   9.6 999.0 99.0 99.00
2023 01 08 20 56 999 99.0 99.0  3.16 11.76  7.09 238 9999.0 999.0   9.6 999.0 99.0 99.00
2023 01 08 21 26 999 99.0 99.0  3.12 10.53  6.68 227 9999.0 999.0   9.6 999.0 99.0 99.00
2023 01 08 21 56 999 99.0 99.0  3.24 10.53  6.82 220 9999.0 999.0   9.6 999.0 99.0 99.00
2023 01 08 22 26 999 99.0 99.0  3.12  9.88  6.70 226 9999.0 999.0   9.6 999.0 99.0 99.00
2023 01 08 22 56 999 99.0 99.0  3.15 10.53  6.77 230 9999.0 999.0   9.7 999.0 99.0 99.00
2023 01 08 23 26 999 99.0 99.0  3.11  8.33  6.53 211 9999.0 999.0   9.7 999.0 99.0 99.00
2023 01 08 23 56 999 99.0 99.0  3.10  9.88  6.58 220 9999.0 999.0   9.7 999.0 99.0 99.00
2023 01 09 00 26 999 99.0 99.0  3.14 10.53  6.39 240 9999.0 999.0   9.7 999.0 99.0 99.00
2023 01 09 00 56 999 99.0 99.0  3.36 10.53  6.75 223 9999.0 999.0   9.7 999.0 99.0 99.00
2023 01 09 01 26 999 99.0 99.0  3.27  8.33  6.69 207 9999.0 999.0   9.6 999.0 99.0 99.00
2023 01 09 01 56 999 99.0 99.0  3.10  8.33  6.59 209 9999.0 999.0   9.6 999.0 99.0 99.00
2023 01 09 02 26 999 99.0 99.0  3.01  7.14  6.24 209 9999.0 999.0   9.6 999.0 99.0 99.00
2023 01 09 02 56 999 99.0 99.0  3.14  9.09  6.78 210 9999.0 999.0   9.6 999.0 99.0 99.00
2023 01 09 03 26 999 99.0 99.0  2.88 10.53  6.63 217 9999.0 999.0   9.6 999.0 99.0 99.00
2023 01 09 03 56 999 99.0 99.0  2.69  9.88  6.48 213 9999.0 999.0   9.6 999.0 99.0 99.00
2023 01 09 04 26 999 99.0 99.0  2.20  9.88  7.10 226 9999.0 999.0   9.4 999.0 99.0 99.00
2023 01 09 04 56 999 99.0 99.0  2.50  9.88  7.39 224 9999.0 999.0   9.4 999.0 99.0 99.00
2023 01 09 05 26 999 99.0 99.0  2.38  9.09  7.84 217 9999.0 999.0   9.3 999.0 99.0 99.00
2023 01 09 05 56 999 99.0 99.0  2.45 10.53  8.10 233 9999.0 999.0   9.3 999.0 99.0 99.00
2023 01 09 06 26 999 99.0 99.0  2.51 10.53  7.85 230 9999.0 999.0   9.3 999.0 99.0 99.00
2023 01 09 06 56 999 99.0 99.0  2.36 10.53  7.61 242 9999.0 999.0   9.3 999.0 99.0 99.00
2023 01 09 07 26 999 99.0 99.0  2.80  9.88  8.06 227 9999.0 999.0   9.3 999.0 99.0 99.00
2023 01 09 07 56 999 99.0 99.0  2.87  9.88  8.03 230 9999.0 999.0   9.3 999.0 99.0 99.00
2023 01 09 08 26 999 99.0 99.0  3.20 10.53  8.77 227 9999.0 999.0   9.3 999.0 99.0 99.00
2023 01 09 08 56 999 99.0 99.0  3.10 10.53  8.67 227 9999.0 999.0   9.4 999.0 99.0 99.00
2023 01 09 09 26 999 99.0 99.0  3.61  9.88  9.07 226 9999.0 999.0   9.4 999.0 99.0 99.00
2023 01 09 09 56 999 99.0 99.0  3.81 10.53  9.54 227 9999.0 999.0   9.3 999.0 99.0 99.00
2023 01 09 10 26 999 99.0 99.0  3.59 15.38  9.61 249 9999.0 999.0   9.3 999.0 99.0 99.00
2023 01 09 10 56 999 99.0 99.0  4.10 15.38 10.23 248 9999.0 999.0   9.3 999.0 99.0 99.00
2023 01 09 11 26 999 99.0 99.0  4.54 11.11 10.10 234 9999.0 999.0   9.3 999.0 99.0 99.00
2023 01 09 11 56 999 99.0 99.0  4.66 14.29 10.61 249 9999.0 999.0   9.3 999.0 99.0 99.00
2023 01 09 12 26 999 99.0 99.0  4.11 14.29 10.03 245 9999.0 999.0   9.3 999.0 99.0 99.00
2023 01 09 12 56 999 99.0 99.0  4.32 13.33 10.25 252 9999.0 999.0   9.2 999.0 99.0 99.00
2023 01 09 13 26 999 99.0 99.0  4.10 14.29 10.46 255 9999.0 999.0   9.3 999.0 99.0 99.00
2023 01 09 13 56 999 99.0 99.0  3.93 12.50  9.90 247 9999.0 999.0   9.4 999.0 99.0 99.00
2023 01 09 14 26 999 99.0 99.0  3.97 13.33 10.43 249 9999.0 999.0   9.4 999.0 99.0 99.00
2023 01 09 14 56 999 99.0 99.0  3.74 13.33 10.22 254 9999.0 999.0   9.4 999.0 99.0 99.00
2023 01 09 15 26 999 99.0 99.0  3.65 14.29 10.09 252 9999.0 999.0   9.4 999.0 99.0 99.00
2023 01 09 15 56 999 99.0 99.0  3.62 13.33 10.02 249 9999.0 999.0   9.4 999.0 99.0 99.00
2023 01 09 16 26 999 99.0 99.0  3.29 14.29 10.18 251 9999.0 999.0   9.5 999.0 99.0 99.00
2023 01 09 16 56 999 99.0 99.0  3.37 13.33 10.38 256 9999.0 999.0   9.4 999.0 99.0 99.00
2023 01 09 17 26 999 99.0 99.0  3.61 14.29 10.56 254 9999.0 999.0   9.4 999.0 99.0 99.00
2023 01 09 17 56 999 99.0 99.0  3.06 13.33  9.31 254 9999.0 999.0   9.6 999.0 99.0 99.00
2023 01 09 18 26 999 99.0 99.0  3.08 13.33  7.78 252 9999.0 999.0   9.7 999.0 99.0 99.00
2023 01 09 18 56 999 99.0 99.0  3.46 11.76  7.21 247 9999.0 999.0   9.7 999.0 99.0 99.00
2023 01 09 19 26 999 99.0 99.0  3.84 11.76  7.00 245 9999.0 999.0   9.8 999.0 99.0 99.00
2023 01 09 19 56 999 99.0 99.0  3.53 12.50  6.98 251 9999.0 999.0   9.8 999.0 99.0 99.00
2023 01 09 20 26 999 99.0 99.0  3.54 14.29  7.17 254 9999.0 999.0   9.8 999.0 99.0 99.00
2023 01 09 20 56 999 99.0 99.0  3.46 11.11  6.81 245 9999.0 999.0   9.9 999.0 99.0 99.00
2023 01 09 21 26 999 99.0 99.0  3.37 13.33  7.26 256 9999.0 999.0   9.9 999.0 99.0 99.00
2023 01 09 21 56 999 99.0 99.0  3.27  9.88  7.13 240 9999.0 999.0   9.9 999.0 99.0 99.00
2023 01 09 22 26 999 99.0 99.0  3.45 12.50  7.29 251 9999.0 999.0   9.9 999.0 99.0 99.00
2023 01 09 22 56 999 99.0 99.0  3.47 12.50  7.26 256 9999.0 999.0   9.9 999.0 99.0 99.00
2023 01 09 23 26 999 99.0 99.0  3.39 13.33  7.46 255 9999.0 999.0   9.8 999.0 99.0 99.00
2023 01 09 23 56 999 99.0 99.0  3.36 13.33  7.46 256 9999.0 999.0   9.8 999.0 99.0 99.00
2023 01 10 00 26 999 99.0 99.0  3.12 13.33  7.03 251 9999.0 999.0   9.8 999.0 99.0 99.00
2023 01 10 00 56 999 99.0 99.0  3.38 13.33  7.37 254 9999.0 999.0   9.8 999.0 99.0 99.00
2023 01 10 01 26 999 99.0 99.0  3.46  9.88  7.56 226 9999.0 999.0   9.8 999.0 99.0 99.00
2023 01 10 01 56 999 99.0 99.0  3.63 12.50  7.53 251 9999.0 999.0   9.8 999.0 99.0 99.00
2023 01 10 02 26 999 99.0 99.0  3.63 11.76  7.79 254 9999.0 999.0   9.8 999.0 99.0 99.00
2023 01 10 02 56 999 99.0 99.0  3.47 11.76  7.74 251 9999.0 999.0   9.7 999.0 99.0 99.00
2023 01 10 03 26 999 99.0 99.0  3.35 11.76  7.55 255 9999.0 999.0   9.7 999.0 99.0 99.00
2023 01 10 03 56 999 99.0 99.0  3.27  9.88  7.72 226 9999.0 999.0   9.8 999.0 99.0 99.00
2023 01 10 04 26 999 99.0 99.0  3.73 11.76  8.38 244 9999.0 999.0   9.8 999.0 99.0 99.00
2023 01 10 04 56 999 99.0 99.0  3.87 14.29  8.88 245 9999.0 999.0   9.8 999.0 99.0 99.00
2023 01 10 05 26 999 99.0 99.0  4.45 13.33  8.70 238 9999.0 999.0   9.8 999.0 99.0 99.00
2023 01 10 05 56 999 99.0 99.0  5.11 14.29  9.65 242 9999.0 999.0   9.8 999.0 99.0 99.00
2023 01 10 06 26 999 99.0 99.0  4.58 12.50  9.67 240 9999.0 999.0   9.7 999.0 99.0 99.00
2023 01 10 06 56 999 99.0 99.0  4.73 13.33  9.44 238 9999.0 999.0   9.8 999.0 99.0 99.00
2023 01 10 07 26 999 99.0 99.0  4.29 12.50  8.92 247 9999.0 999.0   9.8 999.0 99.0 99.00
2023 01 10 07 56 999 99.0 99.0  4.40 13.33  8.81 244 9999.0 999.0   9.8 999.0 99.0 99.00
2023 01 10 08 26 999 99.0 99.0  4.24 13.33  8.90 245 9999.0 999.0   9.8 999.0 99.0 99.00
2023 01 10 08 56 999 99.0 99.0  4.40 13.33  8.80 255 9999.0 999.0   9.8 999.0 99.0 99.00
2023 01 10 09 26 999 99.0 99.0  4.10 10.53  8.89 230 9999.0 999.0   9.8 999.0 99.0 99.00
2023 01 10 09 56 999 99.0 99.0  4.39 13.33  9.12 242 9999.0 999.0   9.8 999.0 99.0 99.00
2023 01 10 10 26 999 99.0 99.0  4.06 13.33  9.18 242 9999.0 999.0   9.8 999.0 99.0 99.00
2023 01 10 10 56 999 99.0 99.0  4.17 13.33  9.26 244 9999.0 999.0   9.8 999.0 99.0 99.00
2023 01 10 11 26 999 99.0 99.0  3.76 13.33  8.94 247 9999.0 999.0   9.8 999.0 99.0 99.00
2023 01 10 11 56 999 99.0 99.0  3.60 10.53  8.98 224 9999.0 999.0   9.8 999.0 99.0 99.00
2023 01 10 12 26 999 99.0 99.0  3.35 12.50  9.15 244 9999.0 999.0   9.8 999.0 99.0 99.00
2023 01 10 12 56 999 99.0 99.0  3.49 12.50  9.00 248 9999.0 999.0   9.7 999.0 99.0 99.00
2023 01 10 13 26 999 99.0 99.0  3.31 12.50  8.93 244 9999.0 999.0   9.7 999.0 99.0 99.00
2023 01 10 13 56 999 99.0 99.0  3.24 11.76  9.00 242 9999.0 999.0   9.7 999.0 99.0 99.00
2023 01 10 14 26 999 99.0 99.0  3.12 11.11  8.98 238 9999.0 999.0   9.7 999.0 99.0 99.00
2023 01 10 14 56 999 99.0 99.0  3.13 11.76  8.69 233 9999.0 999.0   9.7 999.0 99.0 99.00
2023 01 10 15 26 999 99.0 99.0  2.87 11.76  8.77 228 9999.0 999.0   9.7 999.0 99.0 99.00
2023 01 10 15 56 999 99.0 99.0  2.96 12.50  8.87 249 9999.0 999.0   9.5 999.0 99.0 99.00
2023 01 10 16 26 999 99.0 99.0  3.20 10.53  9.01 234 9999.0 999.0   9.5 999.0 99.0 99.00
2023 01 10 16 56 999 99.0 99.0  2.70 11.76  8.88 245 9999.0 999.0   9.5 999.0 99.0 99.00
2023 01 10 17 26 999 99.0 99.0  2.82 11.76  9.39 245 9999.0 999.0   9.5 999.0 99.0 99.00
