#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2023 07 31 15 26 999 99.0 99.0  0.75 13.33  4.69 219 9999.0 999.0  14.7 999.0 99.0 99.00
2023 07 31 15 56 999 99.0 99.0  0.71 13.33  4.56 216 9999.0 999.0  14.5 999.0 99.0 99.00
2023 07 31 16 26 999 99.0 99.0  0.74  5.56  4.61 299 9999.0 999.0  15.0 999.0 99.0 99.00
2023 07 31 16 56 999 99.0 99.0  0.78  5.88  4.80 299 9999.0 999.0  15.1 999.0 99.0 99.00
2023 07 31 17 26 999 99.0 99.0  0.74  6.25  4.85 297 9999.0 999.0  15.3 999.0 99.0 99.00
2023 07 31 17 56 999 99.0 99.0  0.71  5.88  4.76 299 9999.0 999.0  15.3 999.0 99.0 99.00
2023 07 31 18 26 999 99.0 99.0  0.70  5.88  4.77 296 9999.0 999.0  15.6 999.0 99.0 99.00
2023 07 31 18 56 999 99.0 99.0  0.69  5.56  4.97 296 9999.0 999.0  15.5 999.0 99.0 99.00
2023 07 31 19 26 999 99.0 99.0  0.68 13.33  4.83 220 9999.0 999.0  15.5 999.0 99.0 99.00
2023 07 31 19 56 999 99.0 99.0  0.70  5.88  4.66 297 9999.0 999.0  15.6 999.0 99.0 99.00
2023 07 31 20 26 999 99.0 99.0  0.73  5.88  4.28 297 9999.0 999.0  15.7 999.0 99.0 99.00
2023 07 31 20 56 999 99.0 99.0  0.72  5.56  4.20 294 9999.0 999.0  15.5 999.0 99.0 99.00
2023 07 31 21 26 999 99.0 99.0  0.75 14.29  4.26 221 9999.0 999.0  14.6 999.0 99.0 99.00
2023 07 31 21 56 999 99.0 99.0  0.73  6.25  4.01 296 9999.0 999.0  14.6 999.0 99.0 99.00
2023 07 31 22 26 999 99.0 99.0  0.73  5.56  4.03 293 9999.0 999.0  15.4 999.0 99.0 99.00
2023 07 31 22 56 999 99.0 99.0  0.83 14.29  4.25 238 9999.0 999.0  15.5 999.0 99.0 99.00
2023 07 31 23 26 999 99.0 99.0  0.83  6.25  4.05 290 9999.0 999.0  15.5 999.0 99.0 99.00
2023 07 31 23 56 999 99.0 99.0  0.85  3.57  4.21 306 9999.0 999.0  15.5 999.0 99.0 99.00
2023 08 01 00 26 999 99.0 99.0  0.84  3.45  4.11 303 9999.0 999.0  15.5 999.0 99.0 99.00
2023 08 01 00 56 999 99.0 99.0  0.84  3.57  4.10 313 9999.0 999.0  15.2 999.0 99.0 99.00
2023 08 01 01 26 999 99.0 99.0  0.85  3.33  4.06 316 9999.0 999.0  15.0 999.0 99.0 99.00
2023 08 01 01 56 999 99.0 99.0  0.83  4.00  4.16 301 9999.0 999.0  14.9 999.0 99.0 99.00
2023 08 01 02 26 999 99.0 99.0  0.85  3.85  4.22 306 9999.0 999.0  14.9 999.0 99.0 99.00
2023 08 01 02 56 999 99.0 99.0  0.84  3.70  4.08 311 9999.0 999.0  15.0 999.0 99.0 99.00
2023 08 01 03 26 999 99.0 99.0  0.79  3.57  4.05 317 9999.0 999.0  15.1 999.0 99.0 99.00
2023 08 01 03 56 999 99.0 99.0  0.79 14.29  4.13 231 9999.0 999.0  15.0 999.0 99.0 99.00
2023 08 01 04 26 999 99.0 99.0  0.77  4.35  4.14 294 9999.0 999.0  15.0 999.0 99.0 99.00
2023 08 01 04 56 999 99.0 99.0  0.75  3.70  4.20 320 9999.0 999.0  15.0 999.0 99.0 99.00
2023 08 01 05 26 999 99.0 99.0  0.75 14.29  4.20 238 9999.0 999.0  15.0 999.0 99.0 99.00
2023 08 01 05 56 999 99.0 99.0  0.76  3.70  4.04 311 9999.0 999.0  15.0 999.0 99.0 99.00
2023 08 01 06 26 999 99.0 99.0  0.73 13.33  4.20 228 9999.0 999.0  15.0 999.0 99.0 99.00
2023 08 01 06 56 999 99.0 99.0  0.76 14.29  4.04 244 9999.0 999.0  15.0 999.0 99.0 99.00
2023 08 01 07 26 999 99.0 99.0  0.82  3.85  3.89 301 9999.0 999.0  14.9 999.0 99.0 99.00
2023 08 01 07 56 999 99.0 99.0  0.80  4.00  3.83 293 9999.0 999.0  14.8 999.0 99.0 99.00
2023 08 01 08 26 999 99.0 99.0  0.88  3.70  3.84 313 9999.0 999.0  14.5 999.0 99.0 99.00
2023 08 01 08 56 999 99.0 99.0  0.88  3.70  3.89 304 9999.0 999.0  14.2 999.0 99.0 99.00
2023 08 01 09 26 999 99.0 99.0  0.90  4.00  3.98 296 9999.0 999.0  14.4 999.0 99.0 99.00
2023 08 01 09 56 999 99.0 99.0  0.94  3.85  4.05 311 9999.0 999.0  14.5 999.0 99.0 99.00
2023 08 01 10 26 999 99.0 99.0  0.98  4.17  4.06 297 9999.0 999.0  14.3 999.0 99.0 99.00
2023 08 01 10 56 999 99.0 99.0  0.92  4.17  4.08 306 9999.0 999.0  14.1 999.0 99.0 99.00
2023 08 01 11 26 999 99.0 99.0  0.90  4.17  4.19 310 9999.0 999.0  14.0 999.0 99.0 99.00
2023 08 01 11 56 999 99.0 99.0  0.82  4.17  4.37 294 9999.0 999.0  13.2 999.0 99.0 99.00
2023 08 01 12 26 999 99.0 99.0  0.79  4.00  4.57 301 9999.0 999.0  13.1 999.0 99.0 99.00
2023 08 01 12 56 999 99.0 99.0  0.77  9.88  4.82 283 9999.0 999.0  12.9 999.0 99.0 99.00
2023 08 01 13 26 999 99.0 99.0  0.78  6.25  4.80 278 9999.0 999.0  12.8 999.0 99.0 99.00
2023 08 01 13 56 999 99.0 99.0  0.79 14.29  4.67 230 9999.0 999.0  12.7 999.0 99.0 99.00
2023 08 01 14 26 999 99.0 99.0  0.83  9.88  4.85 287 9999.0 999.0  13.1 999.0 99.0 99.00
2023 08 01 14 56 999 99.0 99.0  0.78  6.25  4.94 285 9999.0 999.0  13.5 999.0 99.0 99.00
2023 08 01 15 26 999 99.0 99.0  0.80  9.88  5.12 299 9999.0 999.0  13.8 999.0 99.0 99.00
2023 08 01 15 56 999 99.0 99.0  0.78  9.88  5.11 280 9999.0 999.0  13.9 999.0 99.0 99.00
2023 08 01 16 26 999 99.0 99.0  0.77  9.09  5.10 292 9999.0 999.0  13.9 999.0 99.0 99.00
2023 08 01 16 56 999 99.0 99.0  0.75  9.09  5.14 299 9999.0 999.0  14.0 999.0 99.0 99.00
2023 08 01 17 26 999 99.0 99.0  0.70 14.29  5.24 230 9999.0 999.0  13.7 999.0 99.0 99.00
2023 08 01 17 56 999 99.0 99.0  0.72  9.88  5.59 290 9999.0 999.0  13.9 999.0 99.0 99.00
2023 08 01 18 26 999 99.0 99.0  0.76  9.88  5.38 285 9999.0 999.0  14.3 999.0 99.0 99.00
2023 08 01 18 56 999 99.0 99.0  0.78  9.09  5.53 294 9999.0 999.0  14.4 999.0 99.0 99.00
2023 08 01 19 26 999 99.0 99.0  0.75  9.09  5.49 296 9999.0 999.0  14.3 999.0 99.0 99.00
2023 08 01 19 56 999 99.0 99.0  0.72  9.09  5.03 296 9999.0 999.0  14.1 999.0 99.0 99.00
2023 08 01 20 26 999 99.0 99.0  0.77  9.09  5.44 292 9999.0 999.0  14.4 999.0 99.0 99.00
2023 08 01 20 56 999 99.0 99.0  0.74  9.09  5.15 294 9999.0 999.0  14.6 999.0 99.0 99.00
2023 08 01 21 26 999 99.0 99.0  0.78  9.09  5.05 293 9999.0 999.0  14.8 999.0 99.0 99.00
2023 08 01 21 56 999 99.0 99.0  0.82  9.09  5.02 289 9999.0 999.0  14.3 999.0 99.0 99.00
2023 08 01 22 26 999 99.0 99.0  0.82  9.09  4.87 292 9999.0 999.0  13.8 999.0 99.0 99.00
2023 08 01 22 56 999 99.0 99.0  0.85  9.88  4.95 280 9999.0 999.0  15.2 999.0 99.0 99.00
2023 08 01 23 26 999 99.0 99.0  0.87  9.09  5.05 290 9999.0 999.0  14.7 999.0 99.0 99.00
2023 08 01 23 56 999 99.0 99.0  0.88  9.88  4.81 290 9999.0 999.0  15.0 999.0 99.0 99.00
2023 08 02 00 26 999 99.0 99.0  0.90  9.09  4.85 292 9999.0 999.0  15.3 999.0 99.0 99.00
2023 08 02 00 56 999 99.0 99.0  0.93  9.09  5.12 290 9999.0 999.0  15.0 999.0 99.0 99.00
2023 08 02 01 26 999 99.0 99.0  0.98  9.09  5.37 290 9999.0 999.0  14.4 999.0 99.0 99.00
2023 08 02 01 56 999 99.0 99.0  0.90  9.09  4.93 293 9999.0 999.0  14.1 999.0 99.0 99.00
2023 08 02 02 26 999 99.0 99.0  0.83  9.09  5.10 296 9999.0 999.0  13.8 999.0 99.0 99.00
2023 08 02 02 56 999 99.0 99.0  0.87  9.09  5.13 294 9999.0 999.0  14.0 999.0 99.0 99.00
2023 08 02 03 26 999 99.0 99.0  0.81  8.33  5.00 292 9999.0 999.0  13.3 999.0 99.0 99.00
2023 08 02 03 56 999 99.0 99.0  0.78  9.09  5.23 293 9999.0 999.0  13.3 999.0 99.0 99.00
2023 08 02 04 26 999 99.0 99.0  0.78  9.09  4.90 293 9999.0 999.0  14.5 999.0 99.0 99.00
2023 08 02 04 56 999 99.0 99.0  0.85  9.09  5.09 296 9999.0 999.0  14.4 999.0 99.0 99.00
2023 08 02 05 26 999 99.0 99.0  0.87  9.09  4.76 292 9999.0 999.0  14.5 999.0 99.0 99.00
2023 08 02 05 56 999 99.0 99.0  0.91  8.33  4.62 292 9999.0 999.0  14.5 999.0 99.0 99.00
2023 08 02 06 26 999 99.0 99.0  0.96  9.09  4.79 296 9999.0 999.0  14.6 999.0 99.0 99.00
2023 08 02 06 56 999 99.0 99.0  0.94  9.09  4.74 296 9999.0 999.0  14.7 999.0 99.0 99.00
2023 08 02 07 26 999 99.0 99.0  0.93  9.09  4.80 297 9999.0 999.0  14.6 999.0 99.0 99.00
2023 08 02 07 56 999 99.0 99.0  0.90  9.09  4.64 290 9999.0 999.0  14.6 999.0 99.0 99.00
2023 08 02 08 26 999 99.0 99.0  0.90  9.09  4.67 297 9999.0 999.0  14.4 999.0 99.0 99.00
2023 08 02 08 56 999 99.0 99.0  0.85  8.33  4.77 299 9999.0 999.0  14.3 999.0 99.0 99.00
2023 08 02 09 26 999 99.0 99.0  0.85  7.69  5.08 294 9999.0 999.0  14.2 999.0 99.0 99.00
2023 08 02 09 56 999 99.0 99.0  0.90  9.09  5.36 299 9999.0 999.0  14.0 999.0 99.0 99.00
2023 08 02 10 26 999 99.0 99.0  0.90  9.09  5.32 297 9999.0 999.0  13.9 999.0 99.0 99.00
2023 08 02 10 56 999 99.0 99.0  0.92  9.09  5.56 294 9999.0 999.0  14.1 999.0 99.0 99.00
2023 08 02 11 26 999 99.0 99.0  0.83  8.33  5.23 293 9999.0 999.0  14.6 999.0 99.0 99.00
2023 08 02 11 56 999 99.0 99.0  0.88  9.09  5.40 287 9999.0 999.0  14.4 999.0 99.0 99.00
2023 08 02 12 26 999 99.0 99.0  0.89  9.09  5.45 290 9999.0 999.0  13.8 999.0 99.0 99.00
2023 08 02 12 56 999 99.0 99.0  0.77  9.09  5.52 294 9999.0 999.0  13.7 999.0 99.0 99.00
2023 08 02 13 26 999 99.0 99.0  0.81  8.33  5.87 294 9999.0 999.0  13.6 999.0 99.0 99.00
2023 08 02 13 56 999 99.0 99.0  0.77  8.33  5.75 290 9999.0 999.0  13.4 999.0 99.0 99.00
2023 08 02 14 26 999 99.0 99.0  0.80  9.09  5.78 293 9999.0 999.0  13.4 999.0 99.0 99.00
2023 08 02 14 56 999 99.0 99.0  0.81  9.09  5.74 287 9999.0 999.0  13.5 999.0 99.0 99.00
2023 08 02 15 26 999 99.0 99.0  0.84  8.33  5.80 292 9999.0 999.0  13.4 999.0 99.0 99.00
2023 08 02 15 56 999 99.0 99.0  0.80  8.33  5.82 290 9999.0 999.0  13.6 999.0 99.0 99.00
2023 08 02 16 26 999 99.0 99.0  0.81  9.09  5.96 292 9999.0 999.0  13.6 999.0 99.0 99.00
2023 08 02 16 56 999 99.0 99.0  0.76  9.09  5.99 294 9999.0 999.0  13.7 999.0 99.0 99.00
2023 08 02 17 26 999 99.0 99.0  0.80  8.33  6.32 297 9999.0 999.0  14.3 999.0 99.0 99.00
2023 08 02 17 56 999 99.0 99.0  0.78  8.33  6.49 294 9999.0 999.0  14.9 999.0 99.0 99.00
2023 08 02 18 26 999 99.0 99.0  0.72  8.33  6.33 297 9999.0 999.0  15.3 999.0 99.0 99.00
2023 08 02 18 56 999 99.0 99.0  0.81  9.09  6.90 299 9999.0 999.0  15.6 999.0 99.0 99.00
2023 08 02 19 26 999 99.0 99.0  0.73  9.09  6.86 297 9999.0 999.0  16.1 999.0 99.0 99.00
2023 08 02 19 56 999 99.0 99.0  0.72  9.09  6.70 294 9999.0 999.0  15.8 999.0 99.0 99.00
2023 08 02 20 26 999 99.0 99.0  0.74  8.33  6.52 296 9999.0 999.0  16.0 999.0 99.0 99.00
2023 08 02 20 56 999 99.0 99.0  0.73  9.09  6.33 299 9999.0 999.0  16.4 999.0 99.0 99.00
2023 08 02 21 26 999 99.0 99.0  0.70  8.33  6.49 296 9999.0 999.0  16.7 999.0 99.0 99.00
2023 08 02 21 56 999 99.0 99.0  0.75  8.33  6.83 297 9999.0 999.0  17.1 999.0 99.0 99.00
2023 08 02 22 26 999 99.0 99.0  0.66  8.33  6.65 296 9999.0 999.0  17.4 999.0 99.0 99.00
2023 08 02 22 56 999 99.0 99.0  0.73  8.33  7.03 292 9999.0 999.0  17.8 999.0 99.0 99.00
2023 08 02 23 26 999 99.0 99.0  0.65  9.09  6.96 293 9999.0 999.0  17.2 999.0 99.0 99.00
2023 08 02 23 56 999 99.0 99.0  0.66  8.33  6.77 294 9999.0 999.0  16.7 999.0 99.0 99.00
2023 08 03 00 26 999 99.0 99.0  0.71  8.33  6.96 293 9999.0 999.0  16.4 999.0 99.0 99.00
2023 08 03 00 56 999 99.0 99.0  0.72  8.33  6.98 289 9999.0 999.0  17.0 999.0 99.0 99.00
2023 08 03 01 26 999 99.0 99.0  0.76  7.69  7.15 289 9999.0 999.0  16.1 999.0 99.0 99.00
2023 08 03 01 56 999 99.0 99.0  0.71  9.09  6.99 289 9999.0 999.0  14.9 999.0 99.0 99.00
2023 08 03 02 26 999 99.0 99.0  0.71  8.33  6.94 289 9999.0 999.0  15.1 999.0 99.0 99.00
2023 08 03 02 56 999 99.0 99.0  0.74  8.33  6.86 297 9999.0 999.0  15.0 999.0 99.0 99.00
2023 08 03 03 26 999 99.0 99.0  0.72  7.69  6.87 297 9999.0 999.0  15.1 999.0 99.0 99.00
2023 08 03 03 56 999 99.0 99.0  0.73  8.33  7.16 297 9999.0 999.0  15.6 999.0 99.0 99.00
2023 08 03 04 26 999 99.0 99.0  0.75  7.69  7.29 297 9999.0 999.0  16.4 999.0 99.0 99.00
2023 08 03 04 56 999 99.0 99.0  0.76  7.69  7.32 301 9999.0 999.0  15.1 999.0 99.0 99.00
2023 08 03 05 26 999 99.0 99.0  0.70  8.33  7.23 297 9999.0 999.0  15.8 999.0 99.0 99.00
2023 08 03 05 56 999 99.0 99.0  0.70  8.33  7.25 296 9999.0 999.0  15.6 999.0 99.0 99.00
2023 08 03 06 26 999 99.0 99.0  0.69  8.33  7.40 296 9999.0 999.0  15.6 999.0 99.0 99.00
2023 08 03 06 56 999 99.0 99.0  0.71  7.69  7.24 297 9999.0 999.0  15.3 999.0 99.0 99.00
2023 08 03 07 26 999 99.0 99.0  0.72  7.69  7.50 300 9999.0 999.0  16.1 999.0 99.0 99.00
2023 08 03 07 56 999 99.0 99.0  0.70  7.69  7.27 296 9999.0 999.0  16.4 999.0 99.0 99.00
2023 08 03 08 26 999 99.0 99.0  0.64  7.69  7.17 299 9999.0 999.0  16.2 999.0 99.0 99.00
2023 08 03 08 56 999 99.0 99.0  0.70  7.69  7.22 293 9999.0 999.0  15.7 999.0 99.0 99.00
2023 08 03 09 26 999 99.0 99.0  0.67  7.69  6.94 299 9999.0 999.0  15.1 999.0 99.0 99.00
2023 08 03 09 56 999 99.0 99.0  0.64  7.69  6.69 297 9999.0 999.0  14.6 999.0 99.0 99.00
2023 08 03 10 26 999 99.0 99.0  0.65  7.69  6.79 282 9999.0 999.0  14.3 999.0 99.0 99.00
2023 08 03 10 56 999 99.0 99.0  0.65  7.69  6.71 283 9999.0 999.0  14.9 999.0 99.0 99.00
2023 08 03 11 26 999 99.0 99.0  0.70  8.33  6.76 289 9999.0 999.0  14.3 999.0 99.0 99.00
2023 08 03 11 56 999 99.0 99.0  0.68  7.69  6.13 289 9999.0 999.0  13.3 999.0 99.0 99.00
2023 08 03 12 26 999 99.0 99.0  0.70  8.33  6.50 289 9999.0 999.0  13.2 999.0 99.0 99.00
2023 08 03 12 56 999 99.0 99.0  0.66  7.69  6.32 285 9999.0 999.0  13.1 999.0 99.0 99.00
2023 08 03 13 26 999 99.0 99.0  0.72  7.69  6.35 287 9999.0 999.0  13.1 999.0 99.0 99.00
2023 08 03 13 56 999 99.0 99.0  0.68  7.69  6.03 287 9999.0 999.0  13.2 999.0 99.0 99.00
2023 08 03 14 26 999 99.0 99.0  0.74  7.69  6.02 289 9999.0 999.0  13.2 999.0 99.0 99.00
2023 08 03 14 56 999 99.0 99.0  0.77  7.69  6.13 289 9999.0 999.0  13.1 999.0 99.0 99.00
2023 08 03 15 26 999 99.0 99.0  0.68  7.69  5.75 287 9999.0 999.0  15.0 999.0 99.0 99.00
2023 08 03 15 56 999 99.0 99.0  0.70  7.14  5.96 285 9999.0 999.0  15.3 999.0 99.0 99.00
2023 08 03 16 26 999 99.0 99.0  0.69  7.14  6.01 285 9999.0 999.0  15.5 999.0 99.0 99.00
2023 08 03 16 56 999 99.0 99.0  0.68  7.69  6.27 297 9999.0 999.0  15.5 999.0 99.0 99.00
2023 08 03 17 26 999 99.0 99.0  0.62 20.00  6.24 235 9999.0 999.0  15.3 999.0 99.0 99.00
2023 08 03 17 56 999 99.0 99.0  0.64  7.14  6.28 299 9999.0 999.0  15.4 999.0 99.0 99.00
2023 08 03 18 26 999 99.0 99.0  0.64 20.00  6.23 240 9999.0 999.0  15.4 999.0 99.0 99.00
2023 08 03 18 56 999 99.0 99.0  0.63  7.69  6.17 297 9999.0 999.0  15.2 999.0 99.0 99.00
2023 08 03 19 26 999 99.0 99.0  0.59 20.00  6.29 233 9999.0 999.0  15.3 999.0 99.0 99.00
2023 08 03 19 56 999 99.0 99.0  0.62  7.69  5.92 296 9999.0 999.0  14.3 999.0 99.0 99.00
2023 08 03 20 26 999 99.0 99.0  0.62 20.00  6.04 233 9999.0 999.0  16.0 999.0 99.0 99.00
2023 08 03 20 56 999 99.0 99.0  0.61 20.00  6.06 241 9999.0 999.0  16.9 999.0 99.0 99.00
2023 08 03 21 26 999 99.0 99.0  0.61  7.14  5.86 294 9999.0 999.0  15.9 999.0 99.0 99.00
2023 08 03 21 56 999 99.0 99.0  0.57 20.00  5.93 240 9999.0 999.0  16.5 999.0 99.0 99.00
2023 08 03 22 26 999 99.0 99.0  0.63 20.00  6.40 237 9999.0 999.0  16.3 999.0 99.0 99.00
2023 08 03 22 56 999 99.0 99.0  0.61  7.14  5.89 285 9999.0 999.0  16.1 999.0 99.0 99.00
2023 08 03 23 26 999 99.0 99.0  0.63 20.00  6.13 228 9999.0 999.0  15.5 999.0 99.0 99.00
2023 08 03 23 56 999 99.0 99.0  0.61 20.00  5.92 240 9999.0 999.0  15.3 999.0 99.0 99.00
2023 08 04 00 26 999 99.0 99.0  0.66 20.00  6.37 231 9999.0 999.0  15.0 999.0 99.0 99.00
2023 08 04 00 56 999 99.0 99.0  0.59 20.00  5.75 238 9999.0 999.0  15.2 999.0 99.0 99.00
2023 08 04 01 26 999 99.0 99.0  0.61 20.00  5.61 241 9999.0 999.0  15.7 999.0 99.0 99.00
2023 08 04 01 56 999 99.0 99.0  0.61 20.00  5.19 242 9999.0 999.0  15.8 999.0 99.0 99.00
2023 08 04 02 26 999 99.0 99.0  0.66 20.00  4.93 251 9999.0 999.0  15.6 999.0 99.0 99.00
2023 08 04 02 56 999 99.0 99.0  0.65 20.00  5.04 240 9999.0 999.0  15.5 999.0 99.0 99.00
2023 08 04 03 26 999 99.0 99.0  0.65 20.00  4.83 235 9999.0 999.0  15.4 999.0 99.0 99.00
2023 08 04 03 56 999 99.0 99.0  0.65 20.00  5.03 241 9999.0 999.0  15.5 999.0 99.0 99.00
2023 08 04 04 26 999 99.0 99.0  0.64 20.00  4.98 244 9999.0 999.0  15.4 999.0 99.0 99.00
2023 08 04 04 56 999 99.0 99.0  0.62 15.38  4.92 226 9999.0 999.0  15.4 999.0 99.0 99.00
2023 08 04 05 26 999 99.0 99.0  0.64 20.00  4.88 230 9999.0 999.0  15.0 999.0 99.0 99.00
2023 08 04 05 56 999 99.0 99.0  0.58 20.00  4.87 238 9999.0 999.0  15.4 999.0 99.0 99.00
2023 08 04 06 26 999 99.0 99.0  0.57 20.00  4.81 237 9999.0 999.0  14.0 999.0 99.0 99.00
2023 08 04 06 56 999 99.0 99.0  0.57 14.29  5.11 252 9999.0 999.0  14.1 999.0 99.0 99.00
2023 08 04 07 26 999 99.0 99.0  0.56  7.14  4.87 293 9999.0 999.0  14.0 999.0 99.0 99.00
2023 08 04 07 56 999 99.0 99.0  0.64 20.00  5.45 235 9999.0 999.0  14.3 999.0 99.0 99.00
2023 08 04 08 26 999 99.0 99.0  0.60 20.00  5.22 240 9999.0 999.0  14.4 999.0 99.0 99.00
2023 08 04 08 56 999 99.0 99.0  0.56 20.00  4.91 241 9999.0 999.0  14.3 999.0 99.0 99.00
2023 08 04 09 26 999 99.0 99.0  0.60 20.00  5.53 231 9999.0 999.0  14.4 999.0 99.0 99.00
2023 08 04 09 56 999 99.0 99.0  0.61 20.00  5.24 231 9999.0 999.0  14.7 999.0 99.0 99.00
2023 08 04 10 26 999 99.0 99.0  0.62 14.29  5.22 244 9999.0 999.0  14.9 999.0 99.0 99.00
2023 08 04 10 56 999 99.0 99.0  0.61 18.18  5.21 237 9999.0 999.0  15.3 999.0 99.0 99.00
2023 08 04 11 26 999 99.0 99.0  0.63 18.18  5.03 238 9999.0 999.0  15.5 999.0 99.0 99.00
2023 08 04 11 56 999 99.0 99.0  0.64 18.18  4.96 233 9999.0 999.0  15.4 999.0 99.0 99.00
2023 08 04 12 26 999 99.0 99.0  0.64 18.18  4.77 238 9999.0 999.0  15.4 999.0 99.0 99.00
2023 08 04 12 56 999 99.0 99.0  0.62 14.29  4.52 233 9999.0 999.0  15.6 999.0 99.0 99.00
2023 08 04 13 26 999 99.0 99.0  0.68 18.18  4.75 244 9999.0 999.0  15.9 999.0 99.0 99.00
2023 08 04 13 56 999 99.0 99.0  0.63 18.18  4.35 244 9999.0 999.0  15.8 999.0 99.0 99.00
2023 08 04 14 26 999 99.0 99.0  0.66 18.18  5.11 248 9999.0 999.0  15.8 999.0 99.0 99.00
2023 08 04 14 56 999 99.0 99.0  0.64 18.18  4.57 234 9999.0 999.0  15.8 999.0 99.0 99.00
2023 08 04 15 26 999 99.0 99.0  0.60 14.29  4.70 233 9999.0 999.0  15.8 999.0 99.0 99.00
2023 08 04 15 56 999 99.0 99.0  0.61 18.18  4.72 233 9999.0 999.0  16.1 999.0 99.0 99.00
2023 08 04 16 26 999 99.0 99.0  0.62 18.18  4.61 234 9999.0 999.0  16.2 999.0 99.0 99.00
2023 08 04 16 56 999 99.0 99.0  0.63 18.18  4.35 233 9999.0 999.0  16.1 999.0 99.0 99.00
2023 08 04 17 26 999 99.0 99.0  0.65 18.18  4.48 245 9999.0 999.0  14.8 999.0 99.0 99.00
2023 08 04 17 56 999 99.0 99.0  0.66 18.18  4.59 242 9999.0 999.0  15.0 999.0 99.0 99.00
2023 08 04 18 26 999 99.0 99.0  0.59 18.18  4.65 235 9999.0 999.0  14.7 999.0 99.0 99.00
2023 08 04 18 56 999 99.0 99.0  0.58 18.18  5.00 242 9999.0 999.0  15.6 999.0 99.0 99.00
2023 08 04 19 26 999 99.0 99.0  0.58 18.18  4.74 249 9999.0 999.0  15.9 999.0 99.0 99.00
2023 08 04 19 56 999 99.0 99.0  0.56 18.18  4.70 251 9999.0 999.0  15.8 999.0 99.0 99.00
2023 08 04 20 26 999 99.0 99.0  0.62 18.18  4.65 245 9999.0 999.0  15.7 999.0 99.0 99.00
2023 08 04 20 56 999 99.0 99.0  0.60 18.18  4.81 241 9999.0 999.0  15.9 999.0 99.0 99.00
2023 08 04 21 26 999 99.0 99.0  0.57 18.18  4.78 241 9999.0 999.0  15.6 999.0 99.0 99.00
2023 08 04 21 56 999 99.0 99.0  0.58 18.18  5.24 238 9999.0 999.0  15.5 999.0 99.0 99.00
2023 08 04 22 26 999 99.0 99.0  0.56 18.18  4.96 227 9999.0 999.0  16.0 999.0 99.0 99.00
2023 08 04 22 56 999 99.0 99.0  0.57 18.18  4.99 247 9999.0 999.0  15.8 999.0 99.0 99.00
2023 08 04 23 26 999 99.0 99.0  0.58 18.18  4.45 240 9999.0 999.0  15.9 999.0 99.0 99.00
2023 08 04 23 56 999 99.0 99.0  0.67 18.18  3.88 233 9999.0 999.0  15.9 999.0 99.0 99.00
2023 08 05 00 26 999 99.0 99.0  0.75 18.18  3.85 228 9999.0 999.0  16.1 999.0 99.0 99.00
2023 08 05 00 56 999 99.0 99.0  0.83 18.18  3.89 238 9999.0 999.0  16.1 999.0 99.0 99.00
2023 08 05 01 26 999 99.0 99.0  0.86  3.57  3.77 310 9999.0 999.0  16.3 999.0 99.0 99.00
2023 08 05 01 56 999 99.0 99.0  0.92 18.18  4.10 238 9999.0 999.0  16.4 999.0 99.0 99.00
2023 08 05 02 26 999 99.0 99.0  0.87 18.18  4.12 235 9999.0 999.0  16.5 999.0 99.0 99.00
2023 08 05 02 56 999 99.0 99.0  0.85  4.00  4.02 299 9999.0 999.0  16.3 999.0 99.0 99.00
2023 08 05 03 26 999 99.0 99.0  0.88 18.18  4.14 248 9999.0 999.0  16.1 999.0 99.0 99.00
2023 08 05 03 56 999 99.0 99.0  0.90  4.17  4.20 301 9999.0 999.0  15.6 999.0 99.0 99.00
2023 08 05 04 26 999 99.0 99.0  0.94 18.18  4.33 249 9999.0 999.0  16.1 999.0 99.0 99.00
2023 08 05 04 56 999 99.0 99.0  0.95  4.17  4.26 303 9999.0 999.0  16.2 999.0 99.0 99.00
2023 08 05 05 26 999 99.0 99.0  0.97 18.18  4.39 235 9999.0 999.0  16.3 999.0 99.0 99.00
2023 08 05 05 56 999 99.0 99.0  0.96  4.35  4.08 310 9999.0 999.0  16.2 999.0 99.0 99.00
2023 08 05 06 26 999 99.0 99.0  0.95  4.35  4.07 309 9999.0 999.0  16.1 999.0 99.0 99.00
2023 08 05 06 56 999 99.0 99.0  0.89  4.35  4.10 311 9999.0 999.0  15.9 999.0 99.0 99.00
2023 08 05 07 26 999 99.0 99.0  0.93  4.35  4.17 316 9999.0 999.0  15.7 999.0 99.0 99.00
2023 08 05 07 56 999 99.0 99.0  0.91  4.17  4.04 310 9999.0 999.0  15.7 999.0 99.0 99.00
2023 08 05 08 26 999 99.0 99.0  0.96  4.35  4.01 313 9999.0 999.0  15.6 999.0 99.0 99.00
2023 08 05 08 56 999 99.0 99.0  0.95 18.18  4.07 248 9999.0 999.0  15.6 999.0 99.0 99.00
2023 08 05 09 26 999 99.0 99.0  0.96  4.35  4.13 321 9999.0 999.0  15.5 999.0 99.0 99.00
2023 08 05 09 56 999 99.0 99.0  0.95  4.17  4.28 328 9999.0 999.0  15.4 999.0 99.0 99.00
2023 08 05 10 26 999 99.0 99.0  0.89  4.17  4.10 325 9999.0 999.0  14.9 999.0 99.0 99.00
